,Generations,Run 1 ASF,Run 2 ASF,Run 3 ASF,Run 4 ASF,Run 5 ASF,Run 6 ASF,Run 7 ASF,Run 8 ASF,Run 9 ASF,Run 10 ASF,Average ASF
0,1,46.266666666666666,45.53333333333333,46.7,44.4,47.63333333333333,45.53333333333333,47.9,45.46666666666667,46.666666666666664,45.666666666666664,46.17666666666666
1,2,45.5,43.63333333333333,44.43333333333333,42.766666666666666,46.3,44.3,45.233333333333334,43.3,44.43333333333333,43.53333333333333,44.34333333333334
2,3,44.03333333333333,42.53333333333333,41.8,41.86666666666667,45.56666666666667,43.0,44.1,42.36666666666667,42.833333333333336,42.233333333333334,43.03333333333334
3,4,43.1,40.733333333333334,41.53333333333333,41.1,44.166666666666664,42.3,43.166666666666664,41.7,41.63333333333333,41.3,42.07333333333334
4,5,42.3,40.233333333333334,40.7,39.4,43.333333333333336,39.8,40.8,41.7,41.3,40.5,41.00666666666667
5,6,40.86666666666667,39.13333333333333,40.166666666666664,38.63333333333333,41.733333333333334,39.3,40.666666666666664,41.7,40.233333333333334,39.9,40.233333333333334
6,7,40.0,39.03333333333333,39.3,37.6,40.6,38.03333333333333,40.13333333333333,41.333333333333336,39.06666666666667,39.36666666666667,39.446666666666665
7,8,38.46666666666667,38.3,38.13333333333333,37.36666666666667,39.0,37.833333333333336,39.56666666666667,40.56666666666667,38.6,38.86666666666667,38.67
8,9,37.93333333333333,37.53333333333333,37.46666666666667,37.0,38.86666666666667,37.0,38.53333333333333,39.46666666666667,38.13333333333333,38.766666666666666,38.07000000000001
9,10,36.733333333333334,37.43333333333333,36.93333333333333,36.9,37.96666666666667,36.5,37.93333333333333,39.13333333333333,37.5,38.233333333333334,37.526666666666664
10,11,36.6,37.36666666666667,36.766666666666666,36.0,37.266666666666666,36.5,37.36666666666667,38.93333333333333,37.03333333333333,37.733333333333334,37.15666666666667
11,12,35.53333333333333,37.13333333333333,36.36666666666667,35.2,35.8,36.166666666666664,37.166666666666664,38.3,36.03333333333333,37.36666666666667,36.506666666666675
12,13,33.9,36.9,35.86666666666667,34.766666666666666,34.9,35.63333333333333,37.0,37.733333333333334,35.9,36.93333333333333,35.95333333333333
13,14,33.9,36.56666666666667,34.833333333333336,34.733333333333334,34.233333333333334,34.93333333333333,36.93333333333333,37.2,35.266666666666666,36.63333333333333,35.52333333333333
14,15,33.5,36.233333333333334,34.56666666666667,34.4,33.833333333333336,34.93333333333333,36.93333333333333,36.733333333333334,34.7,36.4,35.223333333333336
15,16,33.5,36.233333333333334,33.766666666666666,34.03333333333333,32.96666666666667,34.7,36.43333333333333,35.43333333333333,34.4,35.766666666666666,34.72333333333333
16,17,32.9,36.06666666666667,33.13333333333333,34.0,32.93333333333333,33.666666666666664,36.233333333333334,34.4,33.93333333333333,35.2,34.24666666666666
17,18,32.63333333333333,35.86666666666667,33.13333333333333,33.233333333333334,32.833333333333336,33.53333333333333,35.333333333333336,34.333333333333336,33.56666666666667,34.93333333333333,33.940000000000005
