,Generations,Run 1 BSF,Run 2 BSF,Run 3 BSF,Run 4 BSF,Run 5 BSF,Run 6 BSF,Run 7 BSF,Run 8 BSF,Run 9 BSF,Run 10 BSF,Average BSF
79,80,61946,59444,58303,57446,59848,63243,61338,60376,57602,60872,60041.8
80,81,61946,59377,57918,57446,58920,63126,61297,60376,57499,60872,59877.7
81,82,61399,58927,57918,57446,59478,63170,61297,59252,57499,60872,59725.8
82,83,61423,58624,57650,57375,58929,63170,61297,58675,57499,60715,59535.7
83,84,60705,58624,57442,57375,58929,63170,61178,58359,57102,60661,59354.5
84,85,60411,58622,57442,57375,58870,62943,61178,58359,56857,60661,59271.8
85,86,60383,58623,57176,57081,58778,62694,61178,58359,56857,60661,59179.0
86,87,60334,58486,57176,57005,58778,62417,61071,58359,56857,60661,59114.4
87,88,60334,57391,56902,56740,58709,61694,61004,58359,56417,60445,58799.5
88,89,60334,56815,56299,56740,58516,61694,60810,58359,56431,60445,58644.3
89,90,60166,56815,56299,56717,58598,61694,60810,57527,56431,60340,58539.7
90,91,60166,56612,56299,56717,58598,61684,60138,57511,56431,59751,58390.7
91,92,60021,56612,55742,56687,58598,60579,60138,57511,56431,59292,58161.1
92,93,59772,56612,55742,56203,58329,60368,60138,57285,56173,59271,57989.3
93,94,59772,56526,55742,56203,58329,60191,60038,57209,55822,59271,57910.3
94,95,59772,56526,55637,56009,58325,60094,59998,57209,55729,59265,57856.4
95,96,59772,55839,55637,56009,58325,59164,59987,57209,55633,59230,57680.5
96,97,59772,55827,55267,56008,58246,59164,59600,56266,55558,58857,57456.5
97,98,59741,55827,55267,56008,58246,59072,59600,55468,55558,58857,57364.4
98,99,59511,55827,55200,54964,57938,58572,59600,55354,55047,58857,57087.0
99,100,59359,55689,55151,54631,57938,58187,59506,54327,54247,58572,56760.7
