,Generations,Run 1 BSF,Run 2 BSF,Run 3 BSF,Run 4 BSF,Run 5 BSF,Run 6 BSF,Run 7 BSF,Run 8 BSF,Run 9 BSF,Run 10 BSF,Average BSF
79,80,57571,55415,52838,54933,57894,55659,55828,58046,58329,55472,56198.5
80,81,57571,55415,52574,54772,57315,55363,55640,57676,58329,55273,55992.8
81,82,57571,55241,52574,54772,56786,54854,55354,57250,57271,54942,55661.5
82,83,57571,55137,52574,54584,56786,54854,55155,57191,57271,54779,55590.2
83,84,57445,54934,52574,54584,56786,54854,55155,57191,56552,54779,55485.4
84,85,56878,54681,52507,54135,56184,54854,55155,56815,56552,54039,55180.0
85,86,56726,54681,52059,53770,56184,54582,55131,56513,56447,54039,55013.2
86,87,55977,54472,51832,53770,56057,54170,54831,56448,55375,54039,54697.1
87,88,55791,54272,51832,53036,56036,53947,54831,55811,55375,54005,54493.6
88,89,55528,54272,51779,52489,55526,53919,54831,55811,55292,54005,54345.2
89,90,55408,54272,51444,52489,55526,53919,54831,55421,54855,53783,54194.8
90,91,55247,53839,51444,52489,55362,53919,54084,55374,54855,53365,53997.8
91,92,55247,53839,51444,52489,54995,53434,53775,55374,54841,53365,53880.3
92,93,55247,53839,51117,52488,54870,53434,53551,55374,54010,53365,53729.5
93,94,54654,53671,50667,52454,54673,53015,53551,55132,53894,53177,53488.8
94,95,54654,53477,50482,52449,54612,53015,53551,55132,52974,53041,53338.7
95,96,54654,53293,50482,52275,54612,52835,53551,55132,52439,53022,53229.5
96,97,54553,53293,50416,51806,54612,52782,53238,54905,52404,52899,53090.8
97,98,54525,53293,50328,51166,54612,52782,53238,54905,51915,52899,52966.3
98,99,53467,52663,50229,51166,54578,52770,53238,54772,51565,52899,52734.7
99,100,53271,51441,49918,50788,54578,52315,53238,54349,51137,52271,52330.6
